"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
"1991","USA","MYA",27,NA,27,NA
"1991","USA","NAM",6,NA,6,NA
"1991","USA","NIC",15197,NA,15197,NA
"1991","USA","NIG",1,NA,1,NA
"1991","USA","PAK",103,NA,103,NA
"1991","USA","PAN",619,NA,619,NA
"1991","USA","PER",73,NA,73,NA
"1991","USA","PHI",4,NA,4,NA
"1991","USA","POL",13779,NA,13779,NA
"1991","USA","ROM",18599,NA,18599,NA
"1991","USA","RSA",194,NA,194,NA
"1991","USA","RUS",153658,NA,153658,NA
"1991","USA","RWA",3,NA,3,NA
"1991","USA","SAL",1136,NA,1136,NA
"1991","USA","SOM",739,NA,739,NA
"1991","USA","SRB",57,NA,57,NA
"1991","USA","SRV",158999,NA,158999,NA
"1991","USA","SUD",98,NA,98,NA
"1991","USA","SUR",19,NA,19,NA
"1991","USA","SYR",205,NA,205,NA
"1991","USA","UGA",249,NA,249,NA
"1991","USA","VAR",823,NA,823,NA
"1991","VAR","VAR",5992,NA,5992,NA
"1991","VEN","CHL",350,NA,350,NA
"1991","VEN","CUB",970,NA,970,NA
"1991","VEN","HAI",130,NA,130,NA
"1991","VEN","NIC",140,NA,140,NA
"1991","VEN","VAR",130,NA,130,NA
"1991","YEM","ETH",3109,NA,3109,NA
"1991","YEM","SOM",26738,NA,26738,NA
"1991","YEM","SUD",80,NA,80,NA
"1991","YEM","YEM",50,NA,50,NA
"1991","ZAM","ANG",102453,NA,102453,NA
"1991","ZAM","COD",9380,NA,9380,NA
"1991","ZAM","MOZ",23530,NA,23530,NA
"1991","ZAM","NAM",142,NA,142,NA
"1991","ZAM","RSA",1831,NA,1831,NA
"1991","ZAM","SOM",380,NA,380,NA
"1991","ZAM","UGA",60,NA,60,NA
"1991","ZAM","VAR",2900,NA,2900,NA
"1991","ZIM","MOZ",197080,NA,197080,NA
"1991","ZIM","RSA",380,NA,380,NA
"1991","ZIM","VAR",167,NA,167,NA
"1992","AFG","TJK",60000,NA,60000,NA
"1992","AFG","VAR",25,NA,25,NA
"1992","ALB","SRB",3000,NA,3000,NA
"1992","ALG","GAZ",4000,NA,4000,NA
"1992","ALG","MLI",28000,NA,28000,NA
"1992","ALG","NGR",22000,NA,22000,NA
"1992","ALG","VAR",314,NA,314,NA
"1992","ALG","WSH",165000,NA,165000,NA
"1992","ANG","COD",10769,NA,10769,NA
"1992","ANG","RSA",224,NA,224,NA
"1992","ANG","VAR",9,NA,9,NA
"1992","ARE","ETH",383,NA,383,NA
"1992","ARE","SOM",4869,NA,4869,NA
"1992","ARE","STA",200,NA,200,NA
"1992","ARE","VAR",57,NA,57,NA
"1992","ARG","VAR",11515,NA,11515,NA
"1992","ARM","AZE",3e+05,NA,3e+05,NA
"1992","AUL","VAR",52604,NA,52604,NA
"1992","AUS","SRB",42918,NA,42918,NA
"1992","AUS","VAR",19437,NA,19437,NA
"1992","AZE","ARM",195000,NA,195000,NA
"1992","AZE","VAR",51000,NA,51000,NA
"1992","BDI","COD",25782,NA,25782,NA
"1992","BDI","RWA",245612,NA,245612,NA
"1992","BDI","UGA",301,NA,301,NA
"1992","BDI","VAR",50,NA,50,NA
"1992","BEL","VAR",24292,NA,24292,NA
"1992","BEN","CHD",213,NA,213,NA
"1992","BEN","TOG",60,NA,60,NA
"1992","BEN","VAR",20,NA,20,NA
"1992","BGD","MYA",244994,NA,244994,NA
"1992","BGD","SOM",160,NA,160,NA
"1992","BHS","HAI",374,NA,374,NA
"1992","BKF","CHD",130,NA,130,NA
"1992","BKF","GHA",60,NA,60,NA
"1992","BKF","MLI",5400,NA,5400,NA
"1992","BKF","VAR",80,NA,80,NA
"1992","BOL","VAR",491,NA,491,NA
"1992","BOT","ANG",200,NA,200,NA
"1992","BOT","RSA",208,NA,208,NA
"1992","BOT","VAR",89,NA,89,NA
"1992","BRA","VAR",5439,NA,5439,NA
"1992","BUL","SRB",185,NA,185,NA
"1992","BUL","VAR",33,NA,33,NA
"1992","BZE","GUA",3447,NA,3447,NA
"1992","BZE","SAL",8821,NA,8821,NA
"1992","BZE","VAR",8083,NA,8083,NA
"1992","CAN","VAR",183723,NA,183723,NA
"1992","CAR","CHD",1240,NA,1240,NA
"1992","CAR","SUD",17745,NA,17745,NA
"1992","CAR","VAR",55,NA,55,NA
"1992","CHD","SUD",70,NA,70,NA
"1992","CHI","LAO",2548,NA,2548,NA
"1992","CHI","SRV",285543,NA,285543,NA
"1992","CHI","VAR",32,NA,32,NA
"1992","CHL","VAR",142,NA,142,NA
"1992","CMR","CHD",41749,NA,41749,NA
"1992","CMR","VAR",484,NA,484,NA
"1992","COB","CAR",325,NA,325,NA
"1992","COB","CHD",2209,NA,2209,NA
"1992","COB","CMR",60,NA,60,NA
"1992","COB","COD",361,NA,361,NA
"1992","COB","RWA",160,NA,160,NA
"1992","COB","VAR",270,NA,270,NA
"1992","COD","ANG",197954,NA,197954,NA
"1992","COD","BDI",9476,NA,9476,NA
"1992","COD","RWA",50929,NA,50929,NA
"1992","COD","SUD",109373,NA,109373,NA
"1992","COD","UGA",21085,NA,21085,NA
"1992","COD","VAR",320,NA,320,NA
"1992","COD","ZAM",1990,NA,1990,NA
"1992","COL","CHL",60,NA,60,NA
"1992","COL","NIC",90,NA,90,NA
"1992","COL","VAR",328,NA,328,NA
"1992","COS","NIC",27842,NA,27842,NA
"1992","COS","SAL",5636,NA,5636,NA
"1992","COS","VAR",80914,NA,80914,NA
"1992","CUB","HAI",1075,NA,1075,NA
"1992","CUB","VAR",4017,NA,4017,NA
"1992","CVI","VAR",2,NA,2,NA
"1992","CYP","VAR",80,NA,80,NA
"1992","CZE","SRB",8500,NA,8500,NA
"1992","CZE","VAR",899,NA,899,NA
"1992","DEN","AFG",260,NA,260,NA
"1992","DEN","ALB",3,NA,3,NA
"1992","DEN","ALG",1,NA,1,NA
"1992","DEN","ARE",2,NA,2,NA
"1992","DEN","ARG",7,NA,7,NA
"1992","DEN","BAH",44,NA,44,NA
"1992","DEN","BDI",2,NA,2,NA
"1992","DEN","BEN",1,NA,1,NA
"1992","DEN","BGD",10,NA,10,NA
"1992","DEN","BOT",3,NA,3,NA
"1992","DEN","BUL",14,NA,14,NA
"1992","DEN","CAM",24,NA,24,NA
"1992","DEN","CHD",1,NA,1,NA
"1992","DEN","CHI",159,NA,159,NA
"1992","DEN","CHL",35,NA,35,NA
"1992","DEN","COD",17,NA,17,NA
"1992","DEN","COI",2,NA,2,NA
"1992","DEN","COS",1,NA,1,NA
"1992","DEN","CUB",2,NA,2,NA
"1992","DEN","CZE",39,NA,39,NA
"1992","DEN","ETH",272,NA,272,NA
"1992","DEN","GAZ",6325,NA,6325,NA
"1992","DEN","GHA",13,NA,13,NA
"1992","DEN","GUI",1,NA,1,NA
"1992","DEN","HON",4,NA,4,NA
"1992","DEN","HUN",26,NA,26,NA
"1992","DEN","IND",3,NA,3,NA
"1992","DEN","IRN",3730,NA,3730,NA
"1992","DEN","IRQ",2863,NA,2863,NA
"1992","DEN","ISR",9,NA,9,NA
"1992","DEN","JOR",32,NA,32,NA
"1992","DEN","KAZ",1,NA,1,NA
"1992","DEN","KEN",6,NA,6,NA
"1992","DEN","KUW",4,NA,4,NA
"1992","DEN","LBR",9,NA,9,NA
"1992","DEN","LBY",3,NA,3,NA
"1992","DEN","LEB",1741,NA,1741,NA
"1992","DEN","LKA",3664,NA,3664,NA
"1992","DEN","MAU",3,NA,3,NA
"1992","DEN","MOR",4,NA,4,NA
"1992","DEN","MYA",4,NA,4,NA
"1992","DEN","PAK",29,NA,29,NA
"1992","DEN","PER",14,NA,14,NA
"1992","DEN","POL",643,NA,643,NA
"1992","DEN","ROM",205,NA,205,NA
"1992","DEN","RSA",3,NA,3,NA
"1992","DEN","RUS",120,NA,120,NA
"1992","DEN","SAL",1,NA,1,NA
"1992","DEN","SLE",3,NA,3,NA
"1992","DEN","SOM",1368,NA,1368,NA
"1992","DEN","SRB",121,NA,121,NA
"1992","DEN","SRV",662,NA,662,NA
"1992","DEN","STA",116,NA,116,NA
"1992","DEN","SUD",9,NA,9,NA
"1992","DEN","SYR",108,NA,108,NA
"1992","DEN","TOG",1,NA,1,NA
"1992","DEN","TUN",3,NA,3,NA
"1992","DEN","TUR",155,NA,155,NA
"1992","DEN","UGA",73,NA,73,NA
"1992","DEN","UKR",4,NA,4,NA
"1992","DEN","VAR",16132,NA,16132,NA
"1992","DEN","YEM",4,NA,4,NA
"1992","DJB","ETH",8000,NA,8000,NA
"1992","DJB","SOM",20000,NA,20000,NA
"1992","DOM","HAI",497,NA,497,NA
"1992","DOM","VAR",13,NA,13,NA
"1992","ECU","COL",80,NA,80,NA
"1992","ECU","VAR",124,NA,124,NA
"1992","ETH","SOM",406147,NA,406147,NA
"1992","ETH","SUD",25600,NA,25600,NA
"1992","ETH","VAR",77,NA,77,NA
"1992","FGU","SUR",1667,NA,1667,NA
"1992","FIN","VAR",5950,NA,5950,NA
"1992","FRA","VAR",156512,NA,156512,NA
"1992","GAB","ANG",50,NA,50,NA
"1992","GAB","EGU",50,NA,50,NA
"1992","GAB","SOM",172,NA,172,NA
"1992","GAM","LBR",316,NA,316,NA
"1992","GAM","SEN",3294,NA,3294,NA
"1992","GAM","VAR",22,NA,22,NA
"1992","GBR","AFG",156,NA,156,NA
"1992","GBR","ANG",108,NA,108,NA
"1992","GBR","ARE",3,NA,3,NA
"1992","GBR","ARG",2,NA,2,NA
"1992","GBR","BGD",28,NA,28,NA
"1992","GBR","BUL",45,NA,45,NA
"1992","GBR","CHI",218,NA,218,NA
"1992","GBR","CHL",6,NA,6,NA
"1992","GBR","COD",203,NA,203,NA
"1992","GBR","COL",133,NA,133,NA
"1992","GBR","CUB",5,NA,5,NA
"1992","GBR","CZE",24,NA,24,NA
"1992","GBR","DJB",10,NA,10,NA
"1992","GBR","ETH",3498,NA,3498,NA
"1992","GBR","GAM",1,NA,1,NA
"1992","GBR","GHA",967,NA,967,NA
"1992","GBR","GRN",1,NA,1,NA
"1992","GBR","GUA",1,NA,1,NA
"1992","GBR","GUY",1,NA,1,NA
"1992","GBR","HUN",12,NA,12,NA
"1992","GBR","IND",829,NA,829,NA
"1992","GBR","IRN",5648,NA,5648,NA
"1992","GBR","IRQ",2761,NA,2761,NA
"1992","GBR","JOR",6,NA,6,NA
"1992","GBR","KEN",20,NA,20,NA
"1992","GBR","KOR",5,NA,5,NA
"1992","GBR","LBR",50,NA,50,NA
"1992","GBR","LBY",41,NA,41,NA
"1992","GBR","LEB",1240,NA,1240,NA
"1992","GBR","LKA",9564,NA,9564,NA
"1992","GBR","MTA",1,NA,1,NA
"1992","GBR","MYA",15,NA,15,NA
"1992","GBR","NIC",1,NA,1,NA
"1992","GBR","NIG",10,NA,10,NA
"1992","GBR","PAK",703,NA,703,NA
"1992","GBR","PER",21,NA,21,NA
"1992","GBR","POL",185,NA,185,NA
"1992","GBR","ROM",75,NA,75,NA
"1992","GBR","RSA",74,NA,74,NA
"1992","GBR","RUS",84,NA,84,NA
"1992","GBR","RWA",2,NA,2,NA
"1992","GBR","SAL",5,NA,5,NA
"1992","GBR","SEY",52,NA,52,NA
"1992","GBR","SLE",8,NA,8,NA
"1992","GBR","SOM",4322,NA,4322,NA
"1992","GBR","SRB",8,NA,8,NA
"1992","GBR","SRV",5,NA,5,NA
"1992","GBR","STA",102,NA,102,NA
"1992","GBR","SUD",390,NA,390,NA
"1992","GBR","SYR",9,NA,9,NA
"1992","GBR","TAN",1,NA,1,NA
"1992","GBR","TUR",4293,NA,4293,NA
"1992","GBR","UGA",2866,NA,2866,NA
"1992","GBR","VAR",25890,NA,25890,NA
"1992","GBR","YEM",10,NA,10,NA
"1992","GBR","ZIM",8,NA,8,NA
"1992","GFR","STA",28000,NA,28000,NA
"1992","GFR","VAR",1208000,NA,1208000,NA
"1992","GHA","LBR",12000,NA,12000,NA
"1992","GHA","VAR",114,NA,114,NA
"1992","GNB","SEN",12163,NA,12163,NA
"1992","GRE","VAR",8456,NA,8456,NA
"1992","GUA","NIC",2262,NA,2262,NA
"1992","GUA","SAL",2426,NA,2426,NA
"1992","GUA","VAR",218241,NA,218241,NA
"1992","GUI","LBR",324895,NA,324895,NA
"1992","GUI","SLE",153573,NA,153573,NA
"1992","GUI","VAR",23,NA,23,NA
"1992","HKG","SRV",2600,NA,2600,NA
"1992","HKG","VAR",5,NA,5,NA
"1992","HON","HAI",48,NA,48,NA
"1992","HON","NIC",120,NA,120,NA
"1992","HON","SAL",180,NA,180,NA
"1992","HON","VAR",1e+05,NA,1e+05,NA
"1992","HRV","VAR",403000,NA,403000,NA
"1992","HUN","ROM",2370,NA,2370,NA
"1992","HUN","RUS",60,NA,60,NA
"1992","HUN","SRB",29500,NA,29500,NA
"1992","HUN","VAR",482,NA,482,NA
"1992","ICE","VAR",154,NA,154,NA
"1992","ICO","BKF",50,NA,50,NA
"1992","ICO","GHA",80,NA,80,NA
"1992","ICO","LBR",173719,NA,173719,NA
"1992","ICO","VAR",227,NA,227,NA
"1992","IND","AFG",11002,NA,11002,NA
"1992","IND","BGD",53187,NA,53187,NA
"1992","IND","CHI",80000,NA,80000,NA
"1992","IND","IRN",806,NA,806,NA
"1992","IND","LKA",113377,NA,113377,NA
"1992","INS","CAM",576,NA,576,NA
"1992","INS","ETH",5,NA,5,NA
"1992","INS","SOM",4,NA,4,NA
"1992","INS","SRB",4,NA,4,NA
"1992","INS","SRV",2939,NA,2939,NA
"1992","INS","VAR",2,NA,2,NA
"1992","IRE","VAR",500,NA,500,NA
"1992","IRN","AFG",2900666,NA,2900666,NA
"1992","IRN","IRQ",1250057,NA,1250057,NA
"1992","IRQ","ERT",600,NA,600,NA
"1992","IRQ","GAZ",60000,NA,60000,NA
"1992","IRQ","IRN",53400,NA,53400,NA
"1992","IRQ","VAR",1000,NA,1000,NA
"1992","ITA","AFG",107,NA,107,NA
"1992","ITA","ALB",1279,NA,1279,NA
"1992","ITA","ALG",1,NA,1,NA
"1992","ITA","ANG",54,NA,54,NA
"1992","ITA","ARE",4,NA,4,NA
"1992","ITA","ARG",13,NA,13,NA
"1992","ITA","ARM",1,NA,1,NA
"1992","ITA","BEN",1,NA,1,NA
"1992","ITA","BGD",3,NA,3,NA
"1992","ITA","BKF",2,NA,2,NA
"1992","ITA","BUL",69,NA,69,NA
"1992","ITA","CAM",31,NA,31,NA
"1992","ITA","CHD",8,NA,8,NA
"1992","ITA","CHI",11,NA,11,NA
"1992","ITA","CHL",86,NA,86,NA
"1992","ITA","COD",69,NA,69,NA
"1992","ITA","COL",2,NA,2,NA
"1992","ITA","CUB",13,NA,13,NA
"1992","ITA","CZE",116,NA,116,NA
"1992","ITA","ETH",880,NA,880,NA
"1992","ITA","GAZ",18,NA,18,NA
"1992","ITA","GHA",126,NA,126,NA
"1992","ITA","GNB",2,NA,2,NA
"1992","ITA","HON",1,NA,1,NA
"1992","ITA","HUN",41,NA,41,NA
"1992","ITA","ICO",3,NA,3,NA
"1992","ITA","IRN",2615,NA,2615,NA
"1992","ITA","IRQ",542,NA,542,NA
"1992","ITA","ISR",1,NA,1,NA
"1992","ITA","JOR",7,NA,7,NA
"1992","ITA","LAO",6,NA,6,NA
"1992","ITA","LBR",8,NA,8,NA
"1992","ITA","LBY",115,NA,115,NA
"1992","ITA","LEB",66,NA,66,NA
"1992","ITA","LKA",130,NA,130,NA
"1992","ITA","MAU",2,NA,2,NA
"1992","ITA","MOR",7,NA,7,NA
"1992","ITA","MYA",2,NA,2,NA
"1992","ITA","NAM",6,NA,6,NA
"1992","ITA","NIG",6,NA,6,NA
"1992","ITA","PAK",3,NA,3,NA
"1992","ITA","POL",589,NA,589,NA
"1992","ITA","ROM",593,NA,593,NA
"1992","ITA","RSA",2,NA,2,NA
"1992","ITA","RUS",37,NA,37,NA
"1992","ITA","RWA",1,NA,1,NA
"1992","ITA","SAL",7,NA,7,NA
"1992","ITA","SEN",6,NA,6,NA
"1992","ITA","SEY",2,NA,2,NA
"1992","ITA","SLE",1,NA,1,NA
"1992","ITA","SOM",716,NA,716,NA
"1992","ITA","SRB",22,NA,22,NA
"1992","ITA","SRV",607,NA,607,NA
"1992","ITA","STA",2,NA,2,NA
"1992","ITA","SUD",70,NA,70,NA
"1992","ITA","SYR",36,NA,36,NA
"1992","ITA","TOG",5,NA,5,NA
"1992","ITA","TUN",6,NA,6,NA
"1992","ITA","TUR",35,NA,35,NA
"1992","ITA","UGA",23,NA,23,NA
"1992","ITA","URU",25,NA,25,NA
"1992","ITA","VAR",16,NA,16,NA
"1992","JAM","HAI",90,NA,90,NA
"1992","JOR","BSN",100,NA,100,NA
"1992","JOR","IRQ",160,NA,160,NA
"1992","JOR","VAR",10,NA,10,NA
"1992","JPN","SRV",6669,NA,6669,NA
"1992","KEN","ETH",68633,NA,68633,NA
"1992","KEN","MOZ",290,NA,290,NA
"1992","KEN","RWA",2200,NA,2200,NA
"1992","KEN","SOM",285619,NA,285619,NA
"1992","KEN","SUD",21800,NA,21800,NA
"1992","KEN","UGA",3292,NA,3292,NA
"1992","KEN","VAR",20360,NA,20360,NA
"1992","KOR","SRV",149,NA,149,NA
"1992","KUW","GAZ",25000,NA,25000,NA
"1992","KUW","IRQ",19879,NA,19879,NA
"1992","LBR","SLE",1e+05,NA,1e+05,NA
"1992","LBR","VAR",48,NA,48,NA
"1992","LEB","AFG",90,NA,90,NA
"1992","LEB","IRQ",650,NA,650,NA
"1992","LEB","SOM",60,NA,60,NA
"1992","LEB","SUD",110,NA,110,NA
"1992","LEB","VAR",5102,NA,5102,NA
"1992","LES","RSA",103,NA,103,NA
"1992","LES","VAR",14,NA,14,NA
"1992","LKA","VAR",21,NA,21,NA
"1992","LUX","VAR",2208,NA,2208,NA
"1992","MAC","SRV",15,NA,15,NA
"1992","MAU","MLI",37500,NA,37500,NA
"1992","MCD","VAR",32000,NA,32000,NA
"1992","MEX","GUA",49846,NA,49846,NA
"1992","MEX","SAL",4157,NA,4157,NA
"1992","MEX","VAR",306988,NA,306988,NA
"1992","MLI","MAU",13076,NA,13076,NA
"1992","MLI","VAR",33,NA,33,NA
"1992","MLS","SRV",11370,NA,11370,NA
"1992","MLS","VAR",29,NA,29,NA
"1992","MLW","MOZ",1058492,NA,1058492,NA
"1992","MLW","VAR",6,NA,6,NA
"1992","MOR","VAR",319,NA,319,NA
"1992","MOZ","CHL",140,NA,140,NA
"1992","MOZ","MLW",50,NA,50,NA
"1992","MOZ","VAR",109,NA,109,NA
"1992","NAM","ANG",90,NA,90,NA
"1992","NAM","VAR",81,NA,81,NA
"1992","NEP","BHU",75442,NA,75442,NA
"1992","NEP","CHI",9,NA,9,NA
"1992","NEP","TIB",19800,NA,19800,NA
"1992","NET","AFG",610,NA,610,NA
"1992","NET","ALB",8,NA,8,NA
"1992","NET","ALG",5,NA,5,NA
"1992","NET","ANG",62,NA,62,NA
"1992","NET","ARE",55,NA,55,NA
"1992","NET","ARG",5,NA,5,NA
"1992","NET","BDI",2,NA,2,NA
"1992","NET","BGD",35,NA,35,NA
"1992","NET","BKF",3,NA,3,NA
"1992","NET","BOL",5,NA,5,NA
"1992","NET","BUL",41,NA,41,NA
"1992","NET","CAM",95,NA,95,NA
"1992","NET","CHD",1,NA,1,NA
"1992","NET","CHI",232,NA,232,NA
"1992","NET","CHL",177,NA,177,NA
"1992","NET","CMR",3,NA,3,NA
"1992","NET","COD",155,NA,155,NA
"1992","NET","COL",12,NA,12,NA
"1992","NET","CUB",3,NA,3,NA
"1992","NET","CVI",1,NA,1,NA
"1992","NET","CZE",61,NA,61,NA
"1992","NET","DJB",1,NA,1,NA
"1992","NET","ECU",1,NA,1,NA
"1992","NET","EGU",4,NA,4,NA
"1992","NET","ETH",2396,NA,2396,NA
"1992","NET","FGU",5,NA,5,NA
"1992","NET","GAM",9,NA,9,NA
"1992","NET","GHA",99,NA,99,NA
"1992","NET","GNB",2,NA,2,NA
"1992","NET","GUI",9,NA,9,NA
"1992","NET","GUY",1,NA,1,NA
"1992","NET","HAI",2,NA,2,NA
"1992","NET","HKG",2,NA,2,NA
"1992","NET","HRV",1,NA,1,NA
"1992","NET","HUN",66,NA,66,NA
"1992","NET","ICO",7,NA,7,NA
"1992","NET","IND",34,NA,34,NA
"1992","NET","INS",140,NA,140,NA
"1992","NET","IRN",4392,NA,4392,NA
"1992","NET","IRQ",1795,NA,1795,NA
"1992","NET","ISR",2,NA,2,NA
"1992","NET","ITA",1,NA,1,NA
"1992","NET","JOR",11,NA,11,NA
"1992","NET","KEN",2,NA,2,NA
"1992","NET","KUW",3,NA,3,NA
"1992","NET","LAO",4,NA,4,NA
"1992","NET","LBR",57,NA,57,NA
"1992","NET","LBY",8,NA,8,NA
"1992","NET","LEB",252,NA,252,NA
"1992","NET","LKA",860,NA,860,NA
"1992","NET","MAU",10,NA,10,NA
"1992","NET","MLI",4,NA,4,NA
"1992","NET","MLS",1,NA,1,NA
"1992","NET","MOR",33,NA,33,NA
"1992","NET","MYA",2,NA,2,NA
"1992","NET","NEP",1,NA,1,NA
"1992","NET","NGR",6,NA,6,NA
"1992","NET","NIG",40,NA,40,NA
"1992","NET","PAK",116,NA,116,NA
"1992","NET","PAN",5,NA,5,NA
"1992","NET","PAR",4,NA,4,NA
"1992","NET","PER",20,NA,20,NA
"1992","NET","PHI",13,NA,13,NA
"1992","NET","POL",222,NA,222,NA
"1992","NET","ROM",252,NA,252,NA
"1992","NET","RSA",81,NA,81,NA
"1992","NET","RUS",485,NA,485,NA
"1992","NET","RWA",2,NA,2,NA
"1992","NET","SAL",14,NA,14,NA
"1992","NET","SEN",2,NA,2,NA
"1992","NET","SIN",1,NA,1,NA
"1992","NET","SLE",4,NA,4,NA
"1992","NET","SOM",5002,NA,5002,NA
"1992","NET","SRB",89,NA,89,NA
"1992","NET","SRV",1467,NA,1467,NA
"1992","NET","STA",174,NA,174,NA
"1992","NET","SUD",43,NA,43,NA
"1992","NET","SUR",855,NA,855,NA
"1992","NET","SYR",913,NA,913,NA
"1992","NET","TAN",11,NA,11,NA
"1992","NET","THA",2,NA,2,NA
"1992","NET","TOG",19,NA,19,NA
"1992","NET","TUN",5,NA,5,NA
"1992","NET","TUR",1519,NA,1519,NA
"1992","NET","UGA",22,NA,22,NA
"1992","NET","UKR",13,NA,13,NA
"1992","NET","URU",3,NA,3,NA
"1992","NET","USA",2,NA,2,NA
"1992","NET","VAR",6544,NA,6544,NA
"1992","NET","ZIM",1,NA,1,NA
"1992","NGR","CHD",3397,NA,3397,NA
"1992","NGR","MLI",280,NA,280,NA
"1992","NGR","VAR",22,NA,22,NA
"1992","NIC","GUA",220,NA,220,NA
"1992","NIC","SAL",5588,NA,5588,NA
"1992","NIC","VAR",8642,NA,8642,NA
"1992","NIG","CHD",1420,NA,1420,NA
"1992","NIG","ETH",50,NA,50,NA
"1992","NIG","GHA",148,NA,148,NA
"1992","NIG","LBR",2934,NA,2934,NA
"1992","NIG","VAR",230,NA,230,NA
"1992","NOR","VAR",29846,NA,29846,NA
"1992","NZL","VAR",17310,NA,17310,NA
"1992","PAK","AFG",1627000,NA,1627000,NA
"1992","PAK","IRN",268,NA,268,NA
"1992","PAK","IRQ",1320,NA,1320,NA
"1992","PAK","SOM",440,NA,440,NA
"1992","PAK","VAR",190,NA,190,NA
"1992","PAN","NIC",350,NA,350,NA
"1992","PAN","SAL",409,NA,409,NA
"1992","PAN","VAR",248,NA,248,NA
"1992","PAR","VAR",45,NA,45,NA
"1992","PER","VAR",640,NA,640,NA
"1992","PHI","SRV",6721,NA,6721,NA
"1992","PHI","VAR",1,NA,1,NA
"1992","PNG","INS",6679,NA,6679,NA
"1992","PNG","VAR",7,NA,7,NA
"1992","POL","SRB",2500,NA,2500,NA
"1992","POL","VAR",219,NA,219,NA
"1992","POR","VAR",1778,NA,1778,NA
"1992","ROM","ALB",90,NA,90,NA
"1992","ROM","IRQ",120,NA,120,NA
"1992","ROM","SOM",230,NA,230,NA
"1992","ROM","VAR",80,NA,80,NA
"1992","RWA","BDI",25153,NA,25153,NA
"1992","RWA","VAR",9,NA,9,NA
"1992","SAL","NIC",167,NA,167,NA
"1992","SAL","VAR",19736,NA,19736,NA
"1992","SAU","IRQ",27684,NA,27684,NA
"1992","SAU","VAR",976,NA,976,NA
"1992","SEN","GNB",5001,NA,5001,NA
"1992","SEN","LBR",60,NA,60,NA
"1992","SEN","MAU",66498,NA,66498,NA
"1992","SEN","VAR",61,NA,61,NA
"1992","SIN","VAR",115,NA,115,NA
"1992","SLE","LBR",5850,NA,5850,NA
"1992","SLE","VAR",16,NA,16,NA
"1992","SOM","ETH",480,NA,480,NA
"1992","SPA","AFG",20,NA,20,NA
"1992","SPA","ANG",3,NA,3,NA
"1992","SPA","ARG",3,NA,3,NA
"1992","SPA","BDI",1,NA,1,NA
"1992","SPA","BUL",1,NA,1,NA
"1992","SPA","CAM",2,NA,2,NA
"1992","SPA","CHL",126,NA,126,NA
"1992","SPA","COD",6,NA,6,NA
"1992","SPA","COL",35,NA,35,NA
"1992","SPA","CUB",292,NA,292,NA
"1992","SPA","CZE",8,NA,8,NA
"1992","SPA","EGU",60,NA,60,NA
"1992","SPA","ETH",3,NA,3,NA
"1992","SPA","GAM",3,NA,3,NA
"1992","SPA","GHA",9,NA,9,NA
"1992","SPA","GNB",3,NA,3,NA
"1992","SPA","HUN",4,NA,4,NA
"1992","SPA","IRN",540,NA,540,NA
"1992","SPA","IRQ",100,NA,100,NA
"1992","SPA","LAO",88,NA,88,NA
"1992","SPA","LBR",1,NA,1,NA
"1992","SPA","LBY",1,NA,1,NA
"1992","SPA","MOR",11,NA,11,NA
"1992","SPA","MOZ",7,NA,7,NA
"1992","SPA","NIC",4,NA,4,NA
"1992","SPA","PHI",1,NA,1,NA
"1992","SPA","POL",27,NA,27,NA
"1992","SPA","ROM",39,NA,39,NA
"1992","SPA","SAL",13,NA,13,NA
"1992","SPA","SRB",1,NA,1,NA
"1992","SPA","SRV",277,NA,277,NA
"1992","SPA","SYR",31,NA,31,NA
"1992","SPA","URU",9,NA,9,NA
"1992","SPA","VAR",2307,NA,2307,NA
"1992","SRB","ALB",240,NA,240,NA
"1992","SRB","BSN",349280,NA,349280,NA
"1992","SRB","HRV",166910,NA,166910,NA
"1992","SRV","CAM",16263,NA,16263,NA
"1992","SUD","CHD",16000,NA,16000,NA
"1992","SUD","COD",2300,NA,2300,NA
"1992","SUD","ERT",502600,NA,502600,NA
"1992","SUD","ETH",200900,NA,200900,NA
"1992","SUD","SOM",300,NA,300,NA
"1992","SUD","UGA",3800,NA,3800,NA
"1992","SUR","HAI",52,NA,52,NA
"1992","SVN","BSN",72440,NA,72440,NA
"1992","SVN","HRV",1660,NA,1660,NA
"1992","SWA","MOZ",48054,NA,48054,NA
"1992","SWA","RSA",7431,NA,7431,NA
"1992","SWA","VAR",95,NA,95,NA
"1992","SWE","AFG",556,NA,556,NA
"1992","SWE","ALB",22,NA,22,NA
"1992","SWE","ALG",64,NA,64,NA
"1992","SWE","ANG",77,NA,77,NA
"1992","SWE","ARE",130,NA,130,NA
"1992","SWE","ARG",81,NA,81,NA
"1992","SWE","BAH",9,NA,9,NA
"1992","SWE","BEN",2,NA,2,NA
"1992","SWE","BGD",656,NA,656,NA
"1992","SWE","BKF",6,NA,6,NA
"1992","SWE","BOL",17,NA,17,NA
"1992","SWE","BRA",11,NA,11,NA
"1992","SWE","BSN",598,NA,598,NA
"1992","SWE","BUL",1394,NA,1394,NA
"1992","SWE","CAM",11,NA,11,NA
"1992","SWE","CAN",4,NA,4,NA
